split,idx,symptoms,herbs,top_eight,top_zangfu,active_eight,active_zangfu
train,15210,腹满,白术、防风、杏仁、黄芩、羚羊角、茯苓、杏、枳壳、独活,里,脾,4,5
train,15211,角弓反张、口噤,川乌,寒,肝,3,3
train,15212,烦躁,川芎、甘草、芍药、升麻、木通,热,心,4,4
train,15213,胎毒,寒水石、黄柏、大黄,热,肾,3,4
train,15214,乳汁不行,穿山甲、王不留行、龙骨、瞿麦、麦门冬,虚,肝,4,4
train,15215,鼻塞、腹满、呕吐、头痛,白术、甘草、陈皮、干姜、藿香、茯苓、厚朴、半夏,里,脾,4,4
train,15216,烦躁、咳嗽,甘草、升麻、石膏,热,肺,3,3
train,15217,头痛,生姜、附子,阳,脾,4,4
train,15218,呕吐,川芎、白术、高良姜、生姜、益智、甘草、豆蔻、当归、藿香、丁香、人参、白豆蔻、茯苓、附子、厚朴,里,脾,4,4
train,15219,痫,熊胆、莪术、黄连、胡椒、人参、木香、胡黄连,热,肝,4,4
train,15220,烦躁、恶风、头痛,荆芥、前胡、白术、甘草、芍药、半夏、麻黄,表,肺,3,4
train,15221,耳聋,全蝎、木通、麝香,实,肝,3,4
train,15222,腹痛,干姜、当归,寒,脾,3,3
train,15223,善食易饥,白术、甘草、黄连、百部、槟榔、人参、雷丸、使君子、枳壳,热,胃,3,4
train,15224,恶寒,金银花、人参,表,肺,3,3
train,15225,痫,大黄、升麻、犀角,热,心,4,3
train,15226,臁疮,桃、太子参、川芎、牛膝、泽兰、黄芪、丹参、地龙、桃仁,虚,脾,4,5
train,15227,咳嗽,梨、竹沥、石菖蒲、薄荷,热,肺,4,3
train,15228,头痛,红花、川芎、黄连、黄柏、细辛、藁本、升麻、黄芩、苍术、半夏、蔓荆子、羌活、柴胡、麻黄,实,肝,6,8
train,15229,大便下血,白矾、细辛、白及、五倍子、诃子,寒,大肠,4,4
train,15230,咳嗽,桑、甘草、杏仁、枳实、法半夏、槟榔、黄芩、茯苓、厚朴、半夏、杏,里,肺,4,4
train,15231,胬肉攀睛,防风、甘草、木贼、羌活、麻黄,表,肝,3,3
train,15232,腹痛,菊花、防风、狗脊、细辛、山茱萸、芍药、巴戟天、远志、芜荑、龙胆、乌头、黄芩、牡荆、秦艽、茯苓、附子、厚朴、五味子,里,肝,4,6
train,15233,目昏,川芎、防风、甘草、细辛、天麻、白芷、薄荷、朱砂、荷叶,阳,肝,3,4
train,15234,咳嗽,桑、蜈蚣、杏仁、百部、款冬花、紫菀、皂荚、芫花、杏、麻黄、五味子,里,肺,6,3
train,15235,健忘、头晕,菟丝子、人参、黄芪、鹿茸、肉苁蓉、淫羊藿,虚,肾,3,3
train,15236,口噤,防风、甘草、赤石脂、当归、芍药、远志、人参、黄芩、秦艽、茯苓、附子、防己、龙骨、禹余粮,里,肝,4,5
train,15237,大便下血,当归、皂荚,热,大肠,3,3
train,15238,吐血,百草霜、党参,虚,脾,3,3
train,15239,舌干,玄参、山茱萸、牛膝、人参、补骨脂、鹿茸、地骨皮、肉苁蓉、茯苓、麦门冬、五味子,阴,肾,3,5
train,15240,腰痛,艾叶、牛膝、巴戟天、木瓜、茴香、木香,里,肾,4,3
train,15241,寒战、瘰疬,肉桂、山药、茯苓、泽泻,寒,肾,4,4
train,15242,干呕、头痛,甘草、人参、猪苓、麦门冬、石膏,热,胃,4,4
train,15243,头汗、小便不通,牡蛎、甘草、黄芩、木通、柴胡,热,肝,4,5
train,15244,身重、目昏、皮肤瘙痒,防风、牛膝、天麻、槟榔、麝香、独活,实,肝,4,4
train,15245,盗汗,莲子,虚,心,3,3
train,15246,头昏,益智、菟丝子、韭子、茴香、蛇床子,虚,肾,3,3
train,15247,舌上出血,槐花、茯苓,热,心,3,4
train,15248,干呕,木瓜、木香,里,肝,4,3
train,15249,耳聋,甘草、黄连、青皮、白芍、人参、茯苓、半夏、蔓荆子、生地黄、橘红、柴胡,里,肝,3,5
train,15250,肠鸣,甘草、陈皮、槟榔、木香,里,脾,3,4
train,15251,谵语、潮热、自汗,枳实、大黄、黄芩、厚朴,里,胃,4,4
train,15252,咳嗽,雄黄、巴豆、半夏,寒,肺,3,3
train,15253,烦躁,甘草、龙齿、紫菀、人参、黄芩、麦门冬,虚,心,4,4
train,15254,头痛,天麻,虚,肝,4,2
train,15255,赤白带、腰痛、白带,赭石、桑、地榆、桑寄生、艾叶、干姜、赤石脂、当归、熟地黄、鳖甲、卷柏、代赭石、鹿茸、龙骨、木香,虚,肾,4,5
train,15256,呕吐,白术、陈皮、黄连、茵陈、猪苓、秦艽、茯苓、防己、苍术、葛根、泽泻,里,脾,4,5
train,15257,瘰疬,川芎、白术、甘草、陈皮、当归、桔梗、藿香、夏枯草、连翘、白芍、白芷、黄芩、茯苓、半夏、柴胡、香附,里,肝,4,5
train,15258,瘰疬、壮热,大黄、木香,里,胃,3,4
train,15259,麻疹,荆芥、红花、桃、川芎、蒺藜、防风、蝉蜕、蛇蜕、赤芍、当归、连翘、藜、桃仁、石膏,表,肺,4,6
train,15260,胸闷,三七、甘草、赤芍、佛手、泽泻,里,心,4,4
train,15261,鼻塞、头痛,玄参、半枝莲、山豆根、天花粉、石上柏、白花蛇舌草、茯苓、党参、麦冬,里,肺,4,6
train,15262,鼻塞、恶寒,鬼针草、山芝麻、穿心莲、大青叶、岗梅,表,肺,4,4
train,15263,烦躁、口渴、咳嗽,竹叶、桑、防风、蝉蜕、甘草、杏仁、赤芍、连翘、牛蒡子、金银花、僵蚕、胆南星、茯苓、牛蒡、桑叶、薄荷、羌活、橘红、杏、麻黄,热,肺,5,4
train,15264,咽干、咳嗽,前胡、桑、甘草、地骨皮、茯苓、防己、麦门冬、枳壳,阴,肺,4,4
train,15265,吐血,知母、天门冬、远志、紫菀、砂仁、麦门冬,阴,肺,4,4
train,15266,盗汗,鹿茸、附子、沉香,阳,肾,3,3
train,15267,恶寒、少腹痛、腹痛,川芎、泽兰、木通、炮姜、香附,寒,肝,4,4
train,15268,腹满,白术、生姜、甘草、干姜、桔梗、槟榔、人参、厚朴、吴茱萸、枳壳,里,脾,4,4
train,15269,恶寒、头痛、咳嗽、头晕,竹叶、菊花、桃、桑、玄参、甘草、赤芍、桔梗、连翘、牛蒡子、浙贝母、牛蒡、桑叶、薄荷、桃仁,表,肺,4,4
train,15270,浮肿,桑、白术、玄参、杏仁、泽漆、黄芩、猪苓、茯苓、防己、杏、大豆,里,肺,4,5
train,15271,遗尿,桑、牡蛎、赤石脂、人参、桑螵蛸、鹿茸,虚,肾,4,3
train,15272,舌疮,黄柏、滑石、五味子,热,肾,3,4
train,15273,麻疹,荆芥、竹叶、桑、甘草、赤芍、连翘、木通、薄荷,表,肺,4,5
train,15274,赤白带、不孕、白带,川芎、牡蛎、甘草、当归、阿胶、天麻、人参、续断、何首乌,虚,肾,3,4
train,15275,痫,竹沥、甘草、黄连、远志,热,心,3,4
train,15276,心悸,乌梅、人参、薄荷、砂仁、檀香、荷叶,虚,心,6,4
train,15277,目昏,白术、知母、生姜、防风、甘草、芍药、半夏、独活、石膏,里,肝,4,5
train,15278,杨梅疮,甘草、土茯苓、当归、紫草、金银花、茯苓,热,肝,4,5
train,15279,痫,龙齿、龙胆、牛黄,热,肝,2,2
train,15280,自汗,甘草、石膏,热,肺,3,2
train,15281,急惊,天南星、朱砂,里,心,3,2
train,15282,少腹痛、腹痛,赤芍、山茱萸、芍药、茯苓、紫石英、柴胡,里,肝,4,3
train,15283,瘰疬,巴豆、白及、皂荚、白蔹,实,肝,4,4
train,15284,不孕,川芎、白术、白芍、人参、益母草、茯苓、砂仁、木香,虚,脾,3,4
train,15285,自汗,川芎、白术、甘草、当归、芍药,虚,脾,3,3
train,15286,崩中、白带,甘草、陈皮、干姜、人参、黄芩、郁李、柴胡、郁李仁,里,脾,5,4
train,15287,咳嗽,甘草、大黄、升麻、麦门冬,里,肺,4,4
train,15288,牙痛,荆芥、菊花、川芎、防风、甘草、黄连、黄柏、细辛、百部、连翘、白芷、黄芩、薄荷、羌活、石膏,里,胃,8,5
train,15289,口苦、咳嗽,甘草、杏仁、陈皮、桔梗、黄芩、金沸草、半夏、杏、柴胡、枳壳,里,肝,3,5
train,15290,小便不利,白术、茵陈、法半夏、半夏,里,脾,3,4
train,15291,吐血、咳嗽,甘草、杏仁、天门冬、茯苓、杏,阴,肺,4,4
train,15292,里急后重、口渴、腹痛,甘草、黄连、当归、大黄、芍药、槟榔、黄芩、木香,里,大肠,4,4
train,15293,慢惊,雄黄、琥珀、僵蚕、天竺黄、麝香,里,肝,3,3
train,15294,盗汗、心悸、短气、自汗,牡蛎、麻黄、麻黄根,虚,心,3,2
train,15295,咳嗽,款冬花、百合、冰片,阴,肺,4,3
train,15296,腹痛,枳实、大黄、厚朴,里,胃,3,3
train,15297,神昏,寒水石、猪苓、皂荚、茯苓,热,心,4,4
train,15298,白带,白术、知母、陈皮、黄柏、当归、芍药、熟地黄、白芍、人参、茯苓,虚,脾,4,5
train,15299,瘰疬,前胡、防风、陈皮、枳实、天麻、桔梗、夏枯草、连翘、白芷、黄芩、茯苓、半夏、海藻,里,肝,4,5
train,15300,腹痛,白术、甘草、陈皮、干姜、枳实、白芍、人参、砂仁、木香,里,脾,4,5
train,15301,咳嗽,陈皮、青皮、藁本、罂粟、罂粟壳,实,肺,3,3
train,15302,目昏,当归、木贼、夜明砂,虚,肝,3,2
train,15303,发狂,羚羊角、朱砂、牛黄,热,心,3,2
train,15304,神昏、小便浑浊、耳聋,生姜、枸杞子、山茱萸、牛膝、杜仲、石菖蒲、远志、茴香、山药、肉苁蓉、茯苓、五味子,虚,肾,4,4
train,15305,大便秘结,枳壳,里,大肠,2,2
train,15306,浮肿、项强、呕吐、恶风、头晕、自汗、半身不遂,防风、肉桂、甘草、当归、芍药、人参、附子、独活,阳,肾,6,5
train,15307,大便秘结、舌干、呕吐、口臭、腹泻、腹痛、咳嗽,麦芽、防风、甘草、神曲、杏仁、陈皮、天南星、山楂、苦杏仁、藿香、槟榔、天花粉、琥珀、黄芩、天竺黄、巴豆、猪苓、茯苓、巴豆霜、薄荷、厚朴、朱砂、广藿香、杏、荷叶,里,胃,4,5
train,15308,烦躁,珍珠、琥珀、马宝、牛黄,热,心,3,3
train,15309,丹毒,荆芥、防风、甘草、赤芍、连翘、白芷、木通、犀角,热,心,5,4
train,15310,胎漏,川芎、生姜、甘草、当归、阿胶、白芍、人参、茯苓、香附,虚,脾,4,5
train,15311,腰痛,杜仲、丹参,虚,肾,3,2
train,15312,肛裂,蜂蜜、乳香、没药、丹参、冰片,热,大肠,4,4
train,15313,寒战、恶风、咳嗽、自汗,川芎、防风、肉桂、当归、桔梗、藿香、白芍、白芷、人参、厚朴,表,肺,4,5
train,15314,盗汗,白术、知母、甘草、陈皮、黄柏、当归、熟地黄、白芍、人参、茯苓、生地黄,阴,肾,4,5
train,15315,目昏、呕吐、潮热,白术、甘草、木瓜、白芍、人参、白扁豆、茯苓、厚朴、半夏、香薷,虚,脾,4,4
train,15316,咳嗽,白术、生姜、肉桂、细辛、干姜、桔梗、紫菀、人参、茯苓、厚朴、五味子,里,肺,4,5
train,15317,吞酸,吴茱萸,寒,肝,3,3
train,15318,遗尿、小便频数,金樱子,虚,肾,4,2
train,15319,恶心、咳嗽,白术、人参、半夏,虚,脾,4,3
train,15320,小便不通,红花、甘草、陈皮、当归、大黄、木通、苏木、厚朴、枳壳,里,膀胱,4,5
train,15321,舌苔黄、舌苔黄腻、小便黄赤,寒水石、滑石、石膏,热,胃,3,4
train,15322,腹痛,雄黄、蟾酥、母丁香、丁香、苍术、沉香、麝香、朱砂、木香,里,脾,3,5
train,15323,痫,川芎、生姜、甘草、天南星、天麻、石菖蒲、远志、人参、山药、茯苓,里,肝,2,5
train,15324,尿血,龙胆,里,肝,3,2
train,15325,无名肿毒,乳香、儿茶、大黄、血竭、没药、天竺黄、阿魏、藤黄、麝香、冰片、牛黄,热,心,4,5
train,15326,腰痛,防风、甘草、细辛、干姜、山茱萸、牛膝、远志、石斛、地骨皮、茯苓、附子、麦门冬,里,肾,4,4
train,15327,浮肿,川芎、防风、甘草、细辛、当归、芍药、牛膝、杜仲、白芍、人参、续断、秦艽、茯苓、生地黄、独活,里,肾,4,5
train,15328,吐血,郁金、当归、大黄、牛膝、琥珀,热,肝,3,4
train,15329,吞酸、呕吐,白术、甘草、干姜、藿香、丁香、人参、茯苓、附子、砂仁、木香、香附,里,脾,4,4
train,15330,头痛,知母、甘草、人参、地骨皮、葛根、石膏,热,胃,4,5
train,15331,吞酸、头痛,荆芥、鸡内金、麦芽、防风、神曲、陈皮、青皮、枳实、桔梗、瓜蒌、藿香、槟榔、丁香、白芍、升麻、秦艽、草果、地骨皮、茯苓、苍术、薄荷、炮姜、砂仁、半夏、羌活、葛根、使君子、木香、桂枝,里,脾,4,6
train,15332,赤白带、恶心、白带、头晕,川芎、白术、当归、白芍、白芷、黄芩、茯苓、吴茱萸、木香、香附,虚,脾,5,4
train,15333,产后腹痛、腹痛、难产,甘草、当归、芍药、山药、炙甘草,虚,脾,3,3
train,15334,气喘、鼻塞、丹毒、烦躁,荆芥、川芎、防风、甘草、当归、连翘、白芍、牛蒡子、金银花、黄芩、牛蒡、木通,热,肺,5,6
train,15335,崩漏,牡蛎、杏仁、赤石脂、当归、鸡冠花、木耳、杏、香附、贯众,虚,肝,4,4
train,15336,胁痛,徐长卿、延胡索、川楝子、香附,里,肝,4,3
train,15337,耳聋,蜗牛,里,肾,3,2
train,15338,胁痛,葱白、甘草、当归、阿胶、炙甘草,虚,肝,3,3
train,15339,咳嗽,青木香、葱白、甘草、桔梗、薄荷、白薇、木香,表,肺,4,4
train,15340,短气,防风、甘草、杏仁、干姜、人参、茯苓、半夏、杏、麻黄、石膏,虚,肺,4,3
train,15341,咳嗽,皂荚,实,肺,3,2
train,15342,心悸、心烦、乳汁不行、舌干、潮热,川芎、知母、当归、白芍、王不留行、木通,热,心,4,6
train,15343,头痛,蒺藜、白附子、白芷、僵蚕、附子、藜,阳,肝,4,4
train,15344,头痛、自汗,决明子,阳,肝,4,4
train,15345,壮热、舌干,荆芥、前胡、川芎、防风、甘草、赤芍、白芷、牛蒡子、升麻、牛蒡、薄荷、羌活、葛根、柴胡、独活,表,肺,4,4
train,15346,痫,乳香、天南星、朱砂,实,心,2,3
train,15347,脱肛,川楝子、黄连、当归、阿胶、吴茱萸、木香,虚,肝,4,4
train,15348,目昏,甘草、大黄、槟榔、郁李、木香、郁李仁、枳壳,实,肝,4,4
train,15349,关节疼痛、四肢麻木、腰痛,川芎、防风、甘草、穿山龙、当归、牛膝、木瓜、松节、威灵仙、白芍、草乌、人参、乌梢蛇、香加皮、鸡血藤、苍术、佛手、老鹳草、羌活、桂枝、独活,里,肝,4,6
train,15350,疲乏,白术、瓦楞子、甘草、陈皮、黄连、白芍、茯苓、党参、半夏、吴茱萸,虚,脾,4,4
train,15351,头痛,防风、羌活,表,膀胱,3,3
train,15352,小便不通,甘遂,里,膀胱,4,3
train,15353,目昏,白术、桔梗、鳖甲、槟榔、酸枣仁、茯苓、附子、沉香、五味子,虚,肝,4,5
train,15354,恶寒、头痛,白术、甘草、陈皮、当归、人参、升麻、柴胡、麦门冬、五味子,表,脾,4,6
train,15355,麻疹、烦躁,知母、黄芩、麦冬,热,肺,3,4
train,15356,赤白带、白带、咳嗽,白术、陈皮、黄连、干姜、豆蔻、肉豆蔻、当归、大黄、槟榔、芜荑、巴豆、皂荚、附子、吴茱萸、木香,里,脾,5,4
train,15357,谵语、烦躁,枳实、大黄、紫草、厚朴,里,胃,4,4
train,15358,小便不通,鸡子,里,膀胱,2,2
train,15359,言语错乱,防风、白鲜皮、甘草、沙参、天麻、龙齿、远志、人参、升麻、天竺黄、羚羊角、麝香、犀角、麦门冬、独活、牛黄,热,心,4,5
train,15360,头痛,荆芥、川芎、防风、甘草、细辛、藁本、白芷、辛夷、薄荷、羌活,表,肺,3,5
train,15361,咳嗽,桃,实,肺,2,2
train,15362,麻疹,荆芥、防风、赤芍、泽兰,表,肺,4,3
train,15363,壮热,知母、甘草、赤芍、芍药、射干、升麻、黄芩、柴胡、麦门冬,热,肺,5,6
train,15364,咽干、恶寒、口淡、恶寒发热,白术、秦艽、茯苓、橘红,寒,脾,4,3
train,15365,咳嗽,紫苏叶、麦芽、陈皮、干姜、山楂、厚朴,寒,肺,4,4
train,15366,腹痛,郁金、细辛、降香、沉香、乌药、木香,里,肝,3,4
train,15367,反胃,葱白,寒,胃,3,3
train,15368,潮热,前胡、枇杷、大黄、枇杷叶、半夏、葛根,热,肺,4,4
train,15369,壮热、烦躁,甘草、黄连、大黄、柴胡、麦门冬,热,心,5,5
train,15370,呕吐,甘草、茵陈、枳实、栀子、龙胆,里,肝,3,4
train,15371,咳嗽,天南星、人参、半夏,寒,肺,4,3
train,15372,恶寒,白术、甘草、苍术、麻黄,表,肺,3,3
train,15373,气喘、咳嗽,前胡、白果、杏仁、苦杏仁、紫菀、胡椒、黄芪、附子、杏、五味子,虚,肺,4,3
train,15374,痄腮、大便秘结、头晕,雄黄、大黄、桔梗、丁香、黄芩、山药、薄荷、冰片、牛黄,热,肝,5,5
train,15375,大便下血,地榆、黄连、白芷、续断,热,大肠,3,3
train,15376,咳嗽,白术、当归、熟地黄,虚,脾,3,4
train,15377,杨梅疮,川芎、防风、白鲜皮、甘草、皂角刺、土茯苓、当归、芍药、木瓜、连翘、白芷、金银花、茯苓、木通、薏苡仁,热,脾,4,6
train,15378,腹痛,甘草、赤石脂、人参,虚,脾,3,3
train,15379,嗳气、大便溏,白术、生姜、甘草、大枣、刘寄奴、白芍、甘松、茯苓、党参、炙甘草、厚朴、砂仁、桂枝,虚,脾,4,4
train,15380,恶心、积滞,赭石、代赭石、胡椒、巴豆、茯苓,实,胃,4,3
train,15381,痫,白术,虚,脾,3,3
train,15382,腰痛、反胃、咳嗽,防风、甘草、黄连、干姜、桔梗、鳖甲、紫菀、草乌、人参、乌头、巴豆、茯苓、甘遂、厚朴、柴胡、枳壳,里,肾,5,5
train,15383,舌强,山茱萸、巴戟天、远志、石斛、肉苁蓉、茯苓、附子、麦门冬、五味子,里,肾,6,3
train,15384,恶心、呕吐,生姜、甘草、神曲、豆蔻、丁香、胡椒、草豆蔻,寒,胃,4,3
train,15385,呕吐,干姜、乌头、干漆,寒,胃,3,3
train,15386,心烦、头痛,川芎、黄连、黄柏、当归、栀子、白芍、金银花、黄芩,热,心,4,5
train,15387,臁疮,皂矾、松香,实,脾,2,4
train,15388,心悸,白矾、甘草、黄柏、茵陈、栀子、甘松、苍术,热,心,3,5
train,15389,鼻衄,荆芥、玄参、甘草、桔梗、黄芩、葛根、生地黄,热,肺,3,5
train,15390,腹满、咳嗽,生姜、竹沥、白芥子、枳实、葶苈子、连翘、白芥、黄芩、芥子、甘遂、薄荷,里,肺,4,4
train,15391,烦躁、口渴,前胡、生姜、甘草、桔梗、山楂、连翘、天花粉、牛蒡子、牛蒡、橘红、枳壳,热,肺,4,4
train,15392,多梦、食欲不振,红参、银耳、当归、山楂、鹿茸、山药,虚,脾,3,4
train,15393,臂痛,防风、当归、栀子、白芷、苍耳,表,肝,3,4
train,15394,目昏、恶心、咳嗽,枳实、半夏,里,胃,4,4
train,15395,崩中,甘草、干姜、大枣、麦门冬,虚,脾,4,3
train,15396,咳嗽,桑、甘草、杏仁、款冬花、马兜铃、升麻、地骨皮、桑白皮、半夏、杏、柴胡、麦门冬,里,肺,8,6
train,15397,咳嗽,甘草、桔梗、麦冬,阴,肺,4,3
train,15398,腰痛、头痛,杜仲、麦冬,虚,肾,3,3
train,15399,壮热、烦躁、头痛,甘草、赤芍、芍药、黄芩、葛根、麻黄、石膏,热,肺,6,4
train,15400,无汗,知母、甘草、杏仁、杏、麻黄、桂枝,表,肺,4,4
train,15401,心悸、疲乏、白带,桑、白术、桑寄生、甘草、当归、阿胶、炙甘草,虚,心,4,4
train,15402,杨梅疮,蜂房、穿山甲、朱砂,热,心,2,4
train,15403,恶心、呕吐,益智、甘草、干姜、川乌、茴香、厚朴,里,脾,4,4
train,15404,瘫痪、半身不遂,附子、木香,里,肾,4,4
train,15405,头痛、咳嗽,荆芥、紫苏叶、枇杷、甘草、土荆芥、爵床、马鞭草、枇杷叶、一枝黄花,表,肺,4,4
train,15406,脱肛、恶心,甘草、茴香、苍术,虚,脾,3,3
train,15407,吐血,甘草、白芥子、桔梗、白芥、金银花、芥子、麦冬,热,肺,4,4
train,15408,气喘、畏寒、背冷、疲乏、咳痰,桑、玄参、甘草、杏仁、当归、苦杏仁、白芍、蛤蚧、黄芪、茯苓、川贝母、桑白皮、杏、五味子,阳,肺,5,4
train,15409,腹痛,甘草,虚,脾,2,2
train,15410,腹痛,白术、生姜、石斛、人参、鹿茸、茯苓、沉香、乌药、厚朴,虚,脾,4,6
train,15411,咳嗽,甘草、杏仁、干姜、百合、杏、麦门冬,里,肺,5,3
train,15412,目昏、腰膝无力,川芎、白术、肉桂、枸杞子、锁阳、韭菜、韭菜子、牛膝、熟地黄、金樱子、杜仲、八角茴香、人参、补骨脂、续断、鹿茸、阳起石、茴香、附子、覆盆子、淫羊藿、木香,阳,肾,4,4
train,15413,头痛,甘草、赤芍、芍药、黄芩、葛根、柴胡、麻黄、麦门冬、石膏,热,肝,6,4
train,15414,吐血,赤芍、远志、续断、丹参、山药、橘红、荷叶、藕节、麦冬,热,心,4,5
train,15415,大便秘结,陈皮,里,脾,2,3
train,15416,咳嗽、慢惊,雄黄、防风、甘草、枳实、大黄、天麻、桔梗、巴豆、巴豆霜、半夏,实,肝,5,5
train,15417,吞酸,白术、甘草、细辛、干姜、槟榔、白芍、人参、茯苓、枳壳、诃子,寒,脾,4,4
train,15418,咳嗽、寒热往来,赭石、代赭石、朱砂,里,肝,4,3
train,15419,疳积,朱砂,热,心,4,3
train,15420,胎漏,川芎、白术、艾叶、甘草、阿胶、白芍、续断,虚,脾,4,4
train,15421,口噤,白术、防风、甘草、赤芍、芍药、人参、黄芩、防己、葛根、麻黄、石膏,里,肝,4,4
train,15422,吐血,五灵脂、没药,里,肝,3,3
train,15423,气喘、咳嗽,桑、紫苏叶、枇杷、艾叶、杏仁、耳草、陈皮、槐角、款冬花、紫菀、枇杷叶、薄荷、桑白皮、杏、荷叶、麻黄、五味子,实,肺,6,3
train,15424,呃逆、口渴,白术、肉桂、甘草、陈皮、黄连、天花粉、人参、茯苓、柴胡、泽泻,里,胃,4,5
train,15425,小便不利,大黄、栀子、人参、茯苓,实,膀胱,4,4
train,15426,口噤,生姜、甘草、葛根、独活,表,膀胱,4,5
train,15427,头痛,甘草、赤芍、芍药、葛根、犀角、麦门冬、石膏,热,肝,4,4
train,15428,小便不通,冬葵、白术、甘草、黄芩、冬葵子、木通、石韦,里,膀胱,3,4
train,15429,呕吐,陈皮、藿香、人参、苍术、吴茱萸,寒,胃,4,3
train,15430,便血,甘草、白芍、黄芩,热,大肠,3,3
train,15431,壮热,青木香、前胡、甘草、大黄、黄芩、甘遂、麝香、木香、石膏,热,胃,4,5
train,15432,小便不通,甘草、滑石、通草,里,膀胱,3,3
train,15433,肥胖、恶寒、自汗,菊花、玄参、女贞、天门冬、天花粉、女贞子、人参、黄芩、芡实、茯苓、麦冬,阳,脾,5,6
train,15434,瘰疬,皂角刺、凌霄花、琥珀、瞿麦、海藻,实,肝,4,5
train,15435,痫、烦躁、积滞、潮热,巴豆、麝香、牛黄,实,心,4,4
train,15436,头晕,桑、郁金、甘草、当归、天麻、僵蚕、秦艽、川贝母、桑叶、橘红、枳壳,虚,肝,1,4
train,15437,鼻塞、目昏、皮肤瘙痒,防风、天麻、牛蒡子、人参、黄芩、羚羊角、秦艽、苦参、茯苓、牛蒡、羌活、犀角、麻黄、麦门冬、枳壳,热,肺,5,5
train,15438,咽干,甘草、人参、炙甘草、麦冬,阴,肺,3,4
train,15439,痫,白附子、甘草、全蝎、人参、僵蚕、茯苓、附子、朱砂,里,心,4,4
train,15440,吐血、咳嗽,桑、沙参、白扁豆、麦冬,里,肺,4,3
train,15441,壮热、弄舌,甘草、当归、人参、炙甘草,里,心,4,3
train,15442,咳嗽,生姜、艾叶、杏仁、松节、杏,寒,肺,4,4
train,15443,疳积,白术、莪术、神曲、黄连、枳实、山楂、法半夏、槟榔、三棱、莱菔子、草果、沉香、厚朴、砂仁、半夏、使君子、木香、青蒿、香附、诃子,里,脾,4,5
train,15444,白带,川芎、狗脊、艾叶、干姜、当归、鳖甲、鹿茸、附子、紫石英、禹余粮,虚,肾,4,3
train,15445,壮热、痫、呕吐,蛇蜕、大黄、人参、茯苓、牛黄,热,心,4,4
train,15446,吞酸,黄连、吴茱萸,热,胃,3,2
train,15447,赤白带、不孕、白带、腹痛,鹿角霜、川芎、白术、菟丝子、甘草、当归、杜仲、鹿角、白芍、茯苓、党参、香附,虚,脾,6,3
train,15448,吐血,豆蔻、乌梅、白豆蔻、薄荷、檀香,热,肝,4,4
train,15449,心烦、五心烦热,桑、知母、青皮、山药、桑叶、麦冬,阴,心,4,3
train,15450,腹痛,生姜、鳖甲、三棱、附子、厚朴、吴茱萸,里,脾,4,5
train,15451,腹痛,甘草、人参、罂粟、罂粟壳,虚,脾,4,3
train,15452,腹痛,干姜、大黄、巴豆,里,脾,3,3
train,15453,腹痛,薤白,寒,心,3,4
train,15454,不寐,竹叶、生姜、甘草、陈皮、人参、小麦、半夏、麦冬,虚,心,4,5
train,15455,无汗、恶风,黄芩、桂枝,表,肺,3,3
train,15456,臁疮,乳香、樟脑、轻粉、冰片,实,脾,4,4
train,15457,舌苔白、呕吐、食欲不振、舌苔白腻,牡蛎、昆布、神曲、青皮、枳实、山楂、连翘、白石英、蛇莓、半夏、海藻,里,胃,3,4
train,15458,腹痛,饴糖、白芍、人参、茯苓,虚,脾,3,3
train,15459,恶心、呕吐、头痛,菊花、蒺藜、神曲、藿香、天花粉、白芷、茯苓、化橘红、藜、苍术、钩藤、薄荷、厚朴、葛根、橘红、广藿香、木香、薏苡仁、稻芽,实,肝,6,5
train,15460,目昏,白术、甘草、陈皮、藿香、白扁豆、茯苓、檀香、香薷、广藿香、木香、泽泻、香附、紫苏梗,虚,脾,3,4
train,15461,消瘦、呕吐、腹冷,白术、肉桂、甘草、神曲、干姜、大麦、木瓜、乌梅、丁香、胡椒、人参、茴香、附子、砂仁、木香,里,脾,4,5
train,15462,吞酸、恶心、呕吐,白术、麦芽、甘草、神曲、陈皮、豆蔻、枳实、山楂、法半夏、人参、茯苓、半夏、木香、泽泻,里,脾,7,6
train,15463,腹满、谵语、烦躁,前胡、大黄、升麻、黄芩、地骨皮、茯苓、麦门冬、枳壳,里,胃,4,6
train,15464,烦躁,知母、甘草、人参、秦艽、茯苓、葛根、麦门冬,阴,心,4,4
train,15465,腰痛,山楂、茴香,寒,肾,3,3
train,15466,脱肛,桃、陈皮、豆蔻、赤石脂、肉豆蔻、厚朴、桃仁、木香,虚,脾,4,3
train,15467,吐血、烦躁,人参、人参芦,虚,心,3,3
train,15468,大便秘结,火麻仁、槟榔、木香、枳壳,里,胃,3,4
train,15469,头痛,甘草、天南星、白芷、乌头、麝香、半夏、麻黄、石膏,实,肺,4,5
train,15470,嗳气、吞酸、嘈杂,姜黄、川楝子、豆蔻、白芍、片姜黄、茯苓、沉香、佛手、厚朴、砂仁、檀香、木香、枳壳,里,肝,4,3
train,15471,咳嗽,桑、甘草、杏仁、人参、蛤蚧、茯苓、杏,虚,肺,4,3
train,15472,胁痛、头痛,小茴香、生姜、甘草、川楝子、大枣、白芍、人参、黄芩、茴香、炙甘草、半夏、吴茱萸、柴胡、木香、桂枝,里,肝,4,4
